Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides B1,Peptides B2,Peptides B3,Peptides D1,Peptides D2,Peptides D3,Razor + unique peptides B1,Razor + unique peptides B2,Razor + unique peptides B3,Razor + unique peptides D1,Razor + unique peptides D2,Razor + unique peptides D3,Unique peptides B1,Unique peptides B2,Unique peptides B3,Unique peptides D1,Unique peptides D2,Unique peptides D3,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Q-value,Score,Identification type B1,Identification type B2,Identification type B3,Identification type D1,Identification type D2,Identification type D3,Sequence coverage B1 [%],Sequence coverage B2 [%],Sequence coverage B3 [%],Sequence coverage D1 [%],Sequence coverage D2 [%],Sequence coverage D3 [%],Intensity,Intensity B1,Intensity B2,Intensity B3,Intensity D1,Intensity D2,Intensity D3,LFQ intensity B1,LFQ intensity B2,LFQ intensity B3,LFQ intensity D1,LFQ intensity D2,LFQ intensity D3,MS/MS count B1,MS/MS count B2,MS/MS count B3,MS/MS count D1,MS/MS count D2,MS/MS count D3,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
Q922B2,Q922B2,12,12,12,"Aspartate--tRNA ligase, cytoplasmic",Dars,"sp|Q922B2|SYDC_MOUSE Aspartate--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Dars1 PE=1 SV=2",1,12,12,12,7,9,9,11,11,10,7,9,9,11,11,10,7,9,9,11,11,10,29.9,29.9,29.9,57.147,501,501,1,64,0,195.01,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,16.6,25.7,25.7,29.9,29.9,26.3,293090000,3047800,13060000,14903000,62165000,96022000,103890000,3553400,4720000,4941900,3028600,3673800,3680500,5,7,8,5,12,10,47,,,,1913,78;438;1448;1732;2398;2536;2672;4746;6389;6390;7348;7979,True;True;True;True;True;True;True;True;True;True;True;True,80;454;1498;1499;1796;2487;2629;2767;4929;6636;6637;7695;8345,302;303;1755;1756;1757;1758;1759;1760;1761;1762;5734;5735;5736;5737;5738;5739;5740;5741;6973;6974;6975;9525;9526;9527;9528;9529;9530;10113;10114;10115;10116;10117;10118;10676;10677;10678;10679;10680;10681;19812;19813;19814;19815;19816;19817;26927;26928;26929;26930;26931;26932;26933;31410;31411;31412;31413;31414;31415;34009;34010;34011;34012;34013;34014,221;1388;1389;1390;1391;1392;1393;4476;4477;4478;4479;5438;5439;7455;7456;7457;7458;7459;7460;7461;7920;7921;7922;7923;7924;8366;8367;8368;8369;8370;8371;15740;15741;15742;15743;15744;15745;21243;21244;21245;24864;24865;24866;24867;24868;24869;26784;26785,221;1390;4477;5438;7459;7921;8371;15743;21243;21245;24865;26784,683,362,-1
Q922B9,Q922B9,1,1,1,Sperm-specific antigen 2 homolog,Ssfa2,sp|Q922B9|ITPI2_MOUSE Protein ITPRID2 OS=Mus musculus OX=10090 GN=Itprid2 PE=1 SV=3,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,136.95,1252,1252,1,2,0.0025084,1.9953,,,,By MS/MS,,By MS/MS,0,0,0,1,0,1,2657200,0,0,0,835740,0,1821400,0,0,0,0,0,0,0,0,0,1,0,1,2,,,,1914,7484,TRUE,7837,31970;31971,25301;25302,25301,,,-1
Q922D4,Q922D4,2,2,2,Serine/threonine-protein phosphatase 6 regulatory subunit 3,Ppp6r3,sp|Q922D4|PP6R3_MOUSE Serine/threonine-protein phosphatase 6 regulatory subunit 3 OS=Mus musculus OX=10090 GN=Ppp6r3 PE=1 SV=1,1,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,2.3,2.3,2.3,94.652,844,844,1,10,0,9.9626,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0,2.3,2.3,2.3,2.3,2.3,7745800,0,493330,572180,1265800,3138800,2275700,0,226900,236860,0,137250,109450,0,1,1,0,1,1,4,,,,1915,5101;7670,True;True,5299;8028,21434;21435;21436;21437;21438;32731;32732;32733;32734;32735,16941;16942;25868;25869;25870,16942;25870,,,-1
Q922D8,Q922D8,16,16,16,"C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase;C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed",Mthfd1,"sp|Q922D8|C1TC_MOUSE C-1-tetrahydrofolate synthase, cytoplasmic OS=Mus musculus OX=10090 GN=Mthfd1 PE=1 SV=4",1,16,16,16,10,10,13,13,14,15,10,10,13,13,14,15,10,10,13,13,14,15,19.8,19.8,19.8,101.2,935,935,1,78,0,125.06,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,13.7,13.7,17.3,17.6,18.9,19.8,208100000,3764700,8407900,14260000,50910000,65014000,65747000,997010,1311900,1556800,900990,924200,1009700,7,6,11,14,12,15,65,,,,1916,895;2698;3430;4064;4726;4878;5012;5376;5545;6935;6964;9501;9510;9658;10608;11454,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,927;2793;3551;4218;4909;5064;5204;5581;5756;7222;7223;7257;7258;9929;9938;10097;11088;11970,3574;3575;3576;3577;3578;3579;10767;13820;13821;13822;13823;16651;16652;16653;16654;16655;16656;19721;19722;19723;19724;19725;20344;20345;20346;21008;21009;21010;21011;21012;21013;22604;22605;22606;22607;22608;22609;23322;23323;23324;23325;23326;23327;29233;29234;29235;29236;29346;29347;29348;29349;29350;29351;29352;40452;40453;40454;40455;40456;40457;40486;40487;40488;40489;40490;40491;41238;41239;41240;41241;41242;45470;49174;49175;49176;49177;49178;49179,2796;2797;2798;2799;8437;10874;10875;10876;10877;13209;13210;13211;13212;13213;13214;15671;15672;15673;16138;16139;16140;16650;16651;16652;17829;17830;17831;17832;17833;17834;18395;18396;18397;18398;18399;18400;22946;22947;22948;23014;23015;23016;31924;31925;31926;31927;31928;31929;31955;31956;31957;31958;31959;31960;32656;32657;32658;32659;36085;38943;38944;38945;38946;38947;38948,2798;8437;10877;13212;15672;16140;16651;17833;18398;22947;23014;31928;31958;32658;36085;38945,684;685,706;747,-1
Q922E4,Q922E4,1,1,1,Ethanolamine-phosphate cytidylyltransferase,Pcyt2,sp|Q922E4|PCY2_MOUSE Ethanolamine-phosphate cytidylyltransferase OS=Mus musculus OX=10090 GN=Pcyt2 PE=1 SV=1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,4,4,4,45.234,404,404,1,5,0,2.6352,By matching,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,4,4,0,4,4,4,12246000,68644,292180,0,4994200,2882400,4008300,0,0,0,0,0,0,0,0,0,1,1,1,3,,,,1917,8476,TRUE,8854,36036;36037;36038;36039;36040,28198;28199;28200,28199,,,-1
Q922F4,Q922F4,13,3,3,Tubulin beta-6 chain,Tubb6,sp|Q922F4|TBB6_MOUSE Tubulin beta-6 chain OS=Mus musculus OX=10090 GN=Tubb6 PE=1 SV=1,1,13,3,3,9,10,9,13,12,13,1,2,2,3,2,3,1,2,2,3,2,3,31.3,11.2,11.2,50.09,447,447,1,20,0,8.923,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,16.3,19.7,16.6,31.3,25.7,31.3,58575000,212100,747220,730700,19088000,14926000,22870000,423310,0,0,548180,379660,457530,1,1,0,3,2,2,9,,,,1918,41;504;2630;2631;3046;3047;4404;4586;5055;5514;5837;6750;11359,True;False;False;False;False;False;False;True;False;False;False;True;False,42;43;522;2725;2726;3153;3154;4569;4570;4571;4763;4764;5250;5251;5722;5723;6058;6059;7011;11870,160;161;162;163;164;165;166;167;2010;2011;2012;10505;10506;10507;10508;10509;10510;10511;10512;10513;10514;10515;10516;12265;12266;12267;12268;12269;12270;12271;12272;12273;12274;12275;12276;12277;12278;12279;18157;18158;18159;18160;18161;18162;18163;18164;18165;19092;19093;19094;19095;19096;19097;19098;19099;19100;19101;21212;21213;21214;21215;21216;21217;21218;21219;21220;21221;21222;21223;23162;23163;23164;23165;23166;23167;23168;23169;23170;23171;23172;23173;23174;23175;23176;23177;23178;23179;23180;23181;23182;23183;23184;23185;23186;24512;24513;24514;24515;24516;24517;24518;24519;24520;24521;28462;28463;48741;48742;48743;48744;48745;48746,118;119;120;121;122;123;1578;1579;1580;8218;8219;8220;8221;8222;8223;8224;8225;8226;8227;8228;8229;9648;9649;9650;9651;9652;9653;9654;9655;9656;9657;14392;14393;14394;14395;14396;15194;15195;16776;16777;16778;16779;16780;16781;16782;16783;18262;18263;18264;18265;18266;18267;18268;18269;18270;18271;18272;18273;18274;18275;18276;18277;18278;18279;18280;18281;18282;18283;18284;18285;18286;18287;19357;19358;19359;19360;19361;19362;19363;19364;22384;38597;38598;38599;38600;38601;38602,123;1580;8222;8229;9649;9655;14395;15195;16779;18284;19358;22384;38598,366;563;564;686;687;688;689,73;164;170;233;257;267;388,-1
Q922H1,Q922H1,1,1,1,Protein arginine N-methyltransferase 3,Prmt3,sp|Q922H1|ANM3_MOUSE Protein arginine N-methyltransferase 3 OS=Mus musculus OX=10090 GN=Prmt3 PE=1 SV=2,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,3,3,3,59.902,532,532,1,3,0,3.857,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,3,3,3,4852700,0,0,0,1249500,1778100,1825100,0,0,0,0,0,0,0,0,0,1,1,0,2,,,,1919,9554,TRUE,9986,40655;40656;40657,32094;32095;32096,32094,,,-1
Q922K7,Q922K7,2,2,2,Probable 28S rRNA (cytosine-C(5))-methyltransferase,Nop2,sp|Q922K7|NOP2_MOUSE Probable 28S rRNA (cytosine-C(5))-methyltransferase OS=Mus musculus OX=10090 GN=Nop2 PE=1 SV=1,1,2,2,2,0,0,0,1,2,2,0,0,0,1,2,2,0,0,0,1,2,2,5.7,5.7,5.7,86.751,793,793,1,5,0.0025063,1.9931,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,0.9,5.7,5.7,2655900,0,0,0,315740,1099600,1240600,0,0,0,0,65133,69702,0,0,0,1,1,3,5,,,,1920,4791;8197,True;True,4976;8570,19988;19989;34898;34899;34900,15867;15868;27399;27400;27401,15867;27401,,,-1
Q922Q2,Q922Q2,2,2,2,Serine/threonine-protein kinase RIO1,Riok1,sp|Q922Q2|RIOK1_MOUSE Serine/threonine-protein kinase RIO1 OS=Mus musculus OX=10090 GN=Riok1 PE=1 SV=2,1,2,2,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,2,4.4,4.4,4.4,64.91,567,567,1,8,0,3.279,By matching,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,2.6,2.6,2.6,1.8,4.4,4.4,9728900,104020,159490,213810,1743200,3217500,4290900,0,0,0,0,207250,258930,0,0,0,1,2,1,4,,,,1921,804;1912,True;True,834;1983,3156;3157;3158;7684;7685;7686;7687;7688,2469;2470;2471;6003,2470;6003,,,-1
Q922Q4;Q922W5,Q922Q4,3;1,3;1,3;1,Pyrroline-5-carboxylate reductase 2,Pycr2,sp|Q922Q4|P5CR2_MOUSE Pyrroline-5-carboxylate reductase 2 OS=Mus musculus OX=10090 GN=Pycr2 PE=1 SV=1,2,3,3,3,1,1,1,3,2,3,1,1,1,3,2,3,1,1,1,3,2,3,13.8,13.8,13.8,33.659,320,320;309,1,11,0,7.4901,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,By matching,3.4,3.4,3.4,13.8,8.4,13.8,28858000,57912,104700,182560,12473000,6368600,9671600,0,0,0,1004600,545010,559830,1,1,1,3,0,0,6,,,,1922,4205;5648;5732,True;True;True,4362;5863;5949,17293;17294;23711;23712;23713;24053;24054;24055;24056;24057;24058,13733;18688;18974;18975;18976;18977,13733;18688;18977,690,37,-1;-1
Q922Q8,Q922Q8,1,1,1,Leucine-rich repeat-containing protein 59,Lrrc59,sp|Q922Q8|LRC59_MOUSE Leucine-rich repeat-containing protein 59 OS=Mus musculus OX=10090 GN=Lrrc59 PE=1 SV=1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.3,3.3,3.3,34.877,307,307,1,6,0.0078524,1.6471,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,3.3,3.3,3.3,3.3,3.3,3.3,17625000,269060,631230,672120,4752300,6298700,5002100,0,0,0,0,0,0,1,1,1,1,1,1,6,,,,1923,6521,TRUE,6774,27457;27458;27459;27460;27461;27462,21628;21629;21630;21631;21632;21633,21633,,,-1
Q922R8,Q922R8,12,12,12,Protein disulfide-isomerase A6,Pdia6,sp|Q922R8|PDIA6_MOUSE Protein disulfide-isomerase A6 OS=Mus musculus OX=10090 GN=Pdia6 PE=1 SV=3,1,12,12,12,6,9,9,9,10,9,6,9,9,9,10,9,6,9,9,9,10,9,40.9,40.9,40.9,48.1,440,440,1,53,0,138.15,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,26.1,34.1,27.3,34.8,38,38,384820000,6009100,12963000,12814000,112640000,111560000,128840000,1784900,1638100,1713400,3250400,2649200,2790800,4,5,3,9,10,6,37,,,,1924,55;395;2009;3335;3359;3787;4075;4754;5426;7288;9599;10347,True;True;True;True;True;True;True;True;True;True;True;True,57;409;2084;3454;3478;3929;4229;4938;5632;7628;10033;10815,214;215;216;217;218;1607;1608;1609;1610;1611;1612;8058;8059;8060;8061;8062;13448;13449;13450;13532;13533;13534;13535;13536;13537;15444;15445;16695;16696;16697;19854;19855;19856;19857;22821;22822;22823;22824;22825;22826;31130;31131;31132;31133;31134;31135;40828;40829;44268;44269;44270;44271;44272,159;160;161;1259;1260;1261;1262;6284;6285;6286;6287;6288;6289;10577;10645;10646;10647;10648;10649;10650;12205;12206;13245;13246;13247;15770;15771;17990;17991;17992;17993;17994;17995;24671;24672;24673;32262;35164,160;1262;6287;10577;10649;12206;13245;15771;17994;24671;32262;35164,,,-1
Q922S8;Q8C0N1,Q922S8,5;1,5;1,5;1,Kinesin-like protein KIF2C,Kif2c,sp|Q922S8|KIF2C_MOUSE Kinesin-like protein KIF2C OS=Mus musculus OX=10090 GN=Kif2c PE=1 SV=1,2,5,5,5,0,0,0,4,4,2,0,0,0,4,4,2,0,0,0,4,4,2,8.2,8.2,8.2,81.084,721,721;668,1,10,0,9.1807,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,6.7,6.1,3.1,16782000,0,0,0,7735800,7987900,1058500,0,0,0,319750,276180,0,0,0,0,4,3,2,9,,,,1925,629;2714;4838;5704;7576,True;True;True;True;True,655;2809;5024;5921;7930,2509;10818;10819;20214;23942;23943;23944;32331;32332;32333,1953;8477;8478;16034;18888;18889;18890;25579;25580;25581,1953;8478;16034;18888;25580,,,-1;-1
Q922U1,Q922U1,4,4,4,U4/U6 small nuclear ribonucleoprotein Prp3,Prpf3,sp|Q922U1|PRPF3_MOUSE U4/U6 small nuclear ribonucleoprotein Prp3 OS=Mus musculus OX=10090 GN=Prpf3 PE=1 SV=1,1,4,4,4,0,0,0,4,3,3,0,0,0,4,3,3,0,0,0,4,3,3,6.1,6.1,6.1,77.454,683,683,1,10,0,8.8283,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,6.1,4.2,4.2,27573000,0,0,0,8226600,7735400,11611000,0,0,0,399850,255270,347820,0,0,0,4,2,2,8,,,,1926,1270;2772;5788;10265,True;True;True;True,1315;2870;6009;10730,5024;5025;5026;11062;24328;24329;24330;43901;43902;43903,3897;3898;3899;8668;19193;34861;34862;34863,3898;8668;19193;34861,,,-1
Q922V4,Q922V4,2,2,2,Pleiotropic regulator 1,Plrg1,sp|Q922V4|PLRG1_MOUSE Pleiotropic regulator 1 OS=Mus musculus OX=10090 GN=Plrg1 PE=1 SV=1,1,2,2,2,0,0,1,2,2,1,0,0,1,2,2,1,0,0,1,2,2,1,5.1,5.1,5.1,56.937,513,513,1,11,0,8.7011,,,By matching,By MS/MS,By MS/MS,By MS/MS,0,0,1.8,5.1,5.1,1.8,11102000,0,0,210490,3310000,4205100,3376500,0,0,0,158510,126190,0,0,0,0,2,1,1,4,,,,1927,750;3838,True;True,778;3981,2959;2960;15658;15659;15660;15661;15662;15663;15664;15665;15666,2313;2314;12378;12379,2314;12378,,,-1
Q922X9,Q922X9,1,1,1,Protein arginine N-methyltransferase 7,Prmt7,sp|Q922X9|ANM7_MOUSE Protein arginine N-methyltransferase 7 OS=Mus musculus OX=10090 GN=Prmt7 PE=1 SV=1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.6,2.6,2.6,78.3,692,692,1,6,0.00088771,2.3957,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,2.6,2.6,2.6,2.6,2.6,2.6,7546100,145770,378700,353250,1708000,2393000,2567400,0,0,0,0,0,0,1,1,1,1,1,1,6,,,,1928,2406,TRUE,2495,9560;9561;9562;9563;9564;9565,7489;7490;7491;7492;7493;7494,7493,,,-1
Q923A2,Q923A2,9,9,9,Protein Spindly,Spdl1,sp|Q923A2|SPDLY_MOUSE Protein Spindly OS=Mus musculus OX=10090 GN=Spdl1 PE=1 SV=2,1,9,9,9,0,1,0,8,5,9,0,1,0,8,5,9,0,1,0,8,5,9,21.2,21.2,21.2,70.236,608,608,1,25,0,38.75,,By matching,,By MS/MS,By MS/MS,By MS/MS,0,1.8,0,19.9,11.8,21.2,69778000,0,220200,0,25622000,16152000,27784000,0,0,0,928640,694910,691770,0,0,0,8,2,7,17,,,,1929,29;685;3216;3712;6480;6764;7106;7251;7833,True;True;True;True;True;True;True;True;True,30;711;3331;3848;6732;7025;7439;7589;8194,111;112;113;114;115;116;2708;2709;12982;12983;12984;15088;15089;27297;28507;28508;28509;30362;30363;30364;30971;30972;30973;33447;33448,87;88;2114;2115;10199;10200;11942;21522;22417;22418;22419;24105;24106;24107;24555;26383;26384,87;2115;10200;11942;21522;22417;24106;24555;26384,691,427,-1
Q923D2,Q923D2,3,3,3,Flavin reductase (NADPH),Blvrb,sp|Q923D2|BLVRB_MOUSE Flavin reductase (NADPH) OS=Mus musculus OX=10090 GN=Blvrb PE=1 SV=3,1,3,3,3,1,0,0,3,3,3,1,0,0,3,3,3,1,0,0,3,3,3,18.9,18.9,18.9,22.197,206,206,1,10,0,7.6954,By MS/MS,,,By MS/MS,By MS/MS,By MS/MS,10.2,0,0,18.9,18.9,18.9,17560000,94232,0,0,5414600,4670400,7380500,0,0,0,487090,319660,474060,0,0,0,3,4,2,9,,,,1930,1330;3522;3936,True;True;True,1376;3647;4083,5258;5259;5260;5261;14222;14223;14224;16110;16111;16112,4086;4087;4088;11227;11228;11229;12772;12773;12774;12775,4087;11227;12772,,,-1
Q923D4,Q923D4,4,4,4,Splicing factor 3B subunit 5,Sf3b5,sp|Q923D4|SF3B5_MOUSE Splicing factor 3B subunit 5 OS=Mus musculus OX=10090 GN=Sf3b5 PE=1 SV=1,1,4,4,4,0,1,1,4,4,4,0,1,1,4,4,4,0,1,1,4,4,4,46.5,46.5,46.5,10.119,86,86,1,15,0,30.63,,By matching,By matching,By MS/MS,By MS/MS,By MS/MS,0,15.1,15.1,46.5,46.5,46.5,38416000,0,301900,204640,13212000,12696000,12002000,0,0,0,676710,650730,643900,0,0,0,4,2,3,9,,,,1931,7012;9506;11026;11482,True;True;True;True,7321;9934;11524;11998,29595;29596;29597;40473;40474;40475;47213;47214;47215;47216;49285;49286;49287;49288;49289,23183;23184;31945;37373;37374;37375;39037;39038;39039,23183;31945;37373;39039,692,72,-1
Q923E4,Q923E4,4,4,4,NAD-dependent protein deacetylase sirtuin-1;SirtT1 75 kDa fragment,Sirt1,sp|Q923E4|SIR1_MOUSE NAD-dependent protein deacetylase sirtuin-1 OS=Mus musculus OX=10090 GN=Sirt1 PE=1 SV=2,1,4,4,4,0,1,1,3,4,3,0,1,1,3,4,3,0,1,1,3,4,3,8.4,8.4,8.4,80.371,737,737,1,12,0,8.8912,,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,0,1.8,1.8,5.4,8.4,5.4,17650000,0,54911,171650,4598000,8101000,4724400,0,0,0,175140,184450,161780,0,0,0,1,5,1,7,,,,1932,6617;7483;8348;10829,True;True;True;True,6872;7836;8721;11323,27905;27906;27907;27908;31966;31967;31968;31969;35509;35510;35511;46398,21970;25298;25299;25300;27826;27827;36769,21970;25300;27827;36769,,,-1
Q923W1,Q923W1,1,1,1,Trimethylguanosine synthase,Tgs1,sp|Q923W1|TGS1_MOUSE Trimethylguanosine synthase OS=Mus musculus OX=10090 GN=Tgs1 PE=1 SV=2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2.8,2.8,2.8,96.789,853,853,1,1,0,3.7673,,,,,,By MS/MS,0,0,0,0,0,2.8,1184300,0,0,0,0,0,1184300,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,1933,8857,TRUE,9251,37616,29380,29380,,,-1
Q924C1,Q924C1,7,7,7,Exportin-5,Xpo5,sp|Q924C1|XPO5_MOUSE Exportin-5 OS=Mus musculus OX=10090 GN=Xpo5 PE=1 SV=1,1,7,7,7,2,3,1,2,6,5,2,3,1,2,6,5,2,3,1,2,6,5,7.1,7.1,7.1,136.97,1204,1204,1,20,0,17.214,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,1.4,2.4,0.8,1.4,6.1,5.1,8884700,158240,591520,114980,646050,4435900,2938000,171980,407390,0,78283,156590,121180,0,3,1,1,6,3,14,,,,1934,220;1943;2243;3550;6061;9663;11041,True;True;True;True;True;True;True,228;2014;2328;3678;6294;10102;10103;11539,874;875;7804;7805;8922;14347;14348;25529;25530;25531;25532;25533;25534;41271;41272;41273;47268;47269;47270;47271,687;688;6101;6102;6948;11332;20146;20147;20148;20149;20150;32679;32680;37407,687;6101;6948;11332;20150;32679;37407,693;694;695,137;154;791,-1
Q924H2,Q924H2,1,1,1,Mediator of RNA polymerase II transcription subunit 15,Med15,sp|Q924H2|MED15_MOUSE Mediator of RNA polymerase II transcription subunit 15 OS=Mus musculus OX=10090 GN=Med15 PE=1 SV=3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,2.2,2.2,2.2,86.606,789,789,1,5,0,34.83,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0,2.2,2.2,2.2,2.2,2.2,4967800,0,46964,37937,1496100,1989100,1397700,0,0,0,0,0,0,0,1,1,1,1,1,5,,,,1935,5844,TRUE,6067,24571;24572;24573;24574;24575,19408;19409;19410;19411;19412,19412,,,-1
Q924H7,Q924H7,1,1,1,WW domain-containing adapter protein with coiled-coil,Wac,sp|Q924H7|WAC_MOUSE WW domain-containing adapter protein with coiled-coil OS=Mus musculus OX=10090 GN=Wac PE=1 SV=2,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,6.3,6.3,6.3,70.68,646,646,1,3,0,3.7046,,,,By matching,By MS/MS,By MS/MS,0,0,0,6.3,6.3,6.3,8452900,0,0,0,2617300,2295100,3540600,0,0,0,0,0,0,0,0,0,0,1,2,3,,,,1936,163,TRUE,167,623;624;625,494;495;496,494,,,-1
Q924T2,Q924T2,1,1,1,"28S ribosomal protein S2, mitochondrial",Mrps2,"sp|Q924T2|RT02_MOUSE 28S ribosomal protein S2, mitochondrial OS=Mus musculus OX=10090 GN=Mrps2 PE=1 SV=1",1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,7.6,7.6,7.6,32.313,291,291,1,4,0.0024886,1.9577,,,By matching,By MS/MS,By MS/MS,By MS/MS,0,0,7.6,7.6,7.6,7.6,2272600,0,0,104180,269510,918480,980440,0,0,0,0,0,0,0,0,0,1,1,1,3,,,,1937,6331,TRUE,6577,26676;26677;26678;26679,21040;21041;21042,21042,,,-1
Q925B0,Q925B0,4,4,4,PRKC apoptosis WT1 regulator protein,Pawr,sp|Q925B0|PAWR_MOUSE PRKC apoptosis WT1 regulator protein OS=Mus musculus OX=10090 GN=Pawr PE=1 SV=2,1,4,4,4,0,0,0,4,4,4,0,0,0,4,4,4,0,0,0,4,4,4,22.2,22.2,22.2,35.908,333,333,1,14,0,19.414,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,22.2,22.2,22.2,43775000,0,0,0,12549000,16254000,14972000,0,0,0,596340,595990,575600,0,0,0,6,2,2,10,,,,1938,5249;8280;8818;9359,True;True;True;True,5450;8653;9209;9776,22014;22015;22016;22017;22018;35227;35228;35229;37441;37442;37443;39872;39873;39874,17375;17376;17377;17378;27644;27645;27646;29230;29231;31434,17375;27645;29231;31434,,,-1
Q925I1,Q925I1,2,2,2,ATPase family AAA domain-containing protein 3,Atad3,sp|Q925I1|ATAD3_MOUSE ATPase family AAA domain-containing protein 3 OS=Mus musculus OX=10090 GN=Atad3 PE=1 SV=1,1,2,2,2,0,2,1,2,1,2,0,2,1,2,1,2,0,2,1,2,1,2,5.1,5.1,5.1,66.741,591,591,1,8,0,4.6308,,By matching,By matching,By MS/MS,By MS/MS,By MS/MS,0,5.1,3.7,5.1,1.4,5.1,6818400,0,137720,96515,2918100,857180,2808900,0,143490,0,354540,0,185490,0,0,0,2,1,2,5,,,,1939,4622;8414,True;True,4802;8789,19293;19294;19295;19296;35789;35790;35791;35792,15346;15347;15348;28025;28026,15346;28026,,,-1
Q925J9,Q925J9,2,2,2,Mediator of RNA polymerase II transcription subunit 1,Med1,sp|Q925J9|MED1_MOUSE Mediator of RNA polymerase II transcription subunit 1 OS=Mus musculus OX=10090 GN=Med1 PE=1 SV=2,1,2,2,2,0,0,0,1,2,1,0,0,0,1,2,1,0,0,0,1,2,1,1.3,1.3,1.3,167.14,1575,1575,1,4,0.0071914,1.7346,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,0.5,1.3,0.5,3157600,0,0,0,789050,942070,1426500,0,0,0,0,0,0,0,0,0,1,2,1,4,,,,1940,4636;6980,True;True,4816;7279,19350;19351;19352;29430,15391;15392;15393;23068,15391;23068,,,-1
Q93092,Q93092,7,7,7,Transaldolase,Taldo1,sp|Q93092|TALDO_MOUSE Transaldolase OS=Mus musculus OX=10090 GN=Taldo1 PE=1 SV=2,1,7,7,7,2,1,3,5,4,6,2,1,3,5,4,6,2,1,3,5,4,6,25.8,25.8,25.8,37.387,337,337,1,21,0,10.301,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,8,3.6,9.5,16.6,13.9,21.4,26724000,348550,156170,915060,8996200,7215200,9093100,0,0,302360,329300,275630,280190,0,1,1,4,3,3,12,,,,1941,47;4305;6678;6927;7104;9424;11061,True;True;True;True;True;True;True,49;4465;6935;7212;7437;9845;11559,190;191;17725;17726;17727;28177;28178;29196;29197;29198;29199;30359;40153;40154;40155;40156;47348;47349;47350;47351;47352,141;14067;14068;14069;22172;22924;24103;31666;31667;31668;31669;37458,141;14068;22172;22924;24103;31668;37458,,,-1
